
0	14.126489
1	14.007961
2	14.007934
3	17.816317
4	23.150183
5	14.007755
6	18.003572
7	15.704678
8	14.007850
9	20.815001
10	14.007977
11	14.007906
12	18.185249
13	14.008945
14	14.007783
15	14.007972
16	14.007822
17	14.007783
18	14.482506
19	14.055673
20	14.007745
21	14.015450
22	18.913244
23	22.897388
24	14.007733
25	14.012383
26	14.007816
27	14.007822
28	14.135700
29	14.007767
30	14.011428
31	14.007855
32	14.007745
33	14.179306
34	14.007733
35	14.007711
36	14.007767
37	14.007745
38	14.094434
39	14.007755
40	14.008339
41	14.007739
42	14.008100
43	14.099094
44	14.007789
45	14.007772
46	14.007861
47	14.007728
48	14.096367
49	14.007767
50	14.007711
51	14.018367
52	14.008539
53	14.007789
54	14.057106
55	14.050311
56	14.011084
57	14.007739
58	14.007767
59	14.020577
60	14.016633
61	14.638133
62	14.007733
63	14.012100
64	14.007767
65	18.217184
66	14.113861
67	14.007755
68	14.007745
69	14.007755
70	14.007789
