
0	3.974358
1	3.970550
2	3.971541
3	3.967757
4	3.964326
5	3.967907
6	3.967885
7	3.902278
8	3.861053
9	3.845366
10	3.906639
11	3.977875
12	3.969084
13	7.357590
14	4.199335
15	3.871639
16	3.871901
17	3.913677
18	3.936884
19	3.874218
20	3.959786
21	3.969895
22	3.935622
23	3.970446
24	3.983665
25	3.976554
26	3.969560
27	3.978712
28	3.978626
29	3.976355
30	6.525094
31	4.269083
32	3.967799
33	3.967443
34	3.967446
35	3.964982
36	3.967875
37	3.911942
38	3.847660
39	3.874233
40	3.968244
41	3.908813
42	3.983178
43	5.586675
44	4.024709
45	3.968488
46	3.970224
47	3.972529
48	3.971434
49	3.967043
50	3.973087
51	3.967234
52	3.966665
53	3.935877
54	3.856253
55	3.835839
56	3.835737
57	3.903853
58	3.857572
59	3.838145
60	3.840347
61	3.848655
62	3.932619
63	3.967135
64	3.935589
65	3.924189
66	3.949815
67	3.970708
68	3.966956
69	3.866949
70	3.889072
