
0	0.688739
1	0.712476
2	0.728852
3	0.695602
4	0.898339
5	0.690262
6	0.774383
7	1.133395
8	1.071705
9	0.741005
10	0.681461
11	0.686219
12	0.695858
13	0.794458
14	0.683991
15	0.684004
16	0.677927
17	0.688967
18	0.678022
19	0.714403
20	0.679575
21	0.677371
22	0.678893
23	0.681289
24	0.677973
25	0.682691
26	0.658710
27	0.647311
28	0.646491
29	0.661809
30	0.655745
31	0.658562
32	0.708408
33	0.678228
34	0.684529
35	0.679336
36	0.678803
37	0.677995
38	0.710636
39	0.677924
40	0.678035
41	0.662642
42	0.645621
43	0.645770
44	0.700159
45	0.678888
46	0.677898
47	0.687703
48	0.659075
49	0.646116
50	0.675548
51	0.649290
52	0.682455
53	0.684967
54	0.681661
55	0.678802
56	0.680689
57	0.703150
58	0.682473
59	0.683862
60	0.678841
61	0.677318
62	0.685154
63	0.691060
64	0.645065
65	0.659960
66	0.645738
67	0.676534
68	0.685248
69	0.778299
70	0.677997
