
O2 14.037844
O3 13.817049
O3Nat 14.054566
Ofast 14.016674
Ofun 13.702854
O2_i 2.671659
O3_i 2.670957
O3Nat_i 1.499448
Ofast_i 2.671608
Ofun_i 1.499489
