
O2 15.495389
O3 15.237652
O3Nat 16.026398
Ofast 16.276163
Ofun 15.838240
O2_i 2.688755
O3_i 2.701621
O3Nat_i 1.656073
Ofast_i 2.725564
Ofun_i 1.665336
