
O2 3.964161
O3 3.964172
O3Nat 3.964278
Ofast 0.824717
Ofun 1.036783
O2_i 0.476589
O3_i 0.476239
O3Nat_i 0.645322
Ofast_i 0.476617
Ofun_i 0.645228
