
0	2.273244
1	2.265711
2	2.278392
3	2.266502
4	2.269746
5	2.276059
6	2.282460
7	2.291497
8	2.265976
9	2.272729
10	2.271745
11	2.290693
12	2.269178
13	2.273514
14	2.263671
15	2.262591
16	2.272156
17	2.266619
18	2.277113
19	2.285867
20	2.270762
21	2.265159
22	2.262344
23	2.255456
24	2.281456
25	2.314793
26	2.265316
27	2.265709
28	2.294073
29	2.256232
30	2.268704
31	2.286057
32	2.276869
33	2.264609
34	2.279004
35	2.279985
36	2.270606
37	2.279414
38	2.271250
39	2.280872
40	2.284077
41	2.266394
42	2.270230
43	2.275236
44	2.281911
45	2.261975
46	2.281161
47	2.271753
48	2.261225
49	2.307387
50	2.262593
51	2.272764
52	2.274718
53	2.260745
54	2.265666
55	2.270344
56	2.266032
57	2.271077
58	2.274730
59	2.276381
60	2.266216
61	2.272029
62	2.265538
63	2.286287
64	2.282753
65	2.285275
66	2.304050
67	2.284830
68	2.264690
69	2.281962
70	2.294685
