
0	1.726879
1	1.681028
2	1.675235
3	1.697883
4	1.799382
5	1.886655
6	1.814656
7	1.702230
8	1.682353
9	1.695770
10	1.655825
11	1.595892
12	1.707335
13	1.626279
14	1.599507
15	1.681079
16	1.927559
17	1.830923
18	1.606003
19	1.747997
20	1.695812
21	1.595282
22	1.654996
23	1.770852
24	1.732242
25	1.656246
26	1.640247
27	1.917611
28	1.658144
29	1.574175
30	1.666411
31	1.602833
32	1.602083
33	1.661460
34	1.625273
35	1.611922
36	1.639883
37	1.716949
38	1.950739
39	1.647678
40	1.665336
41	1.667681
42	1.717213
43	1.706382
44	1.774109
45	1.632316
46	1.599035
47	1.756761
48	1.815044
49	1.935142
50	1.685753
51	1.677168
52	1.673267
53	1.625469
54	1.612287
55	1.673843
56	1.606623
57	1.590178
58	1.646785
59	1.623233
60	1.852780
61	1.662701
62	1.714762
63	1.630911
64	1.584599
65	1.659438
66	1.635166
67	1.607178
68	1.663469
69	1.696857
70	1.596329
