
O2 29.076927
O3 29.073555
O3Nat 28.249048
Ofast 28.220402
Ofun 28.253729
O2_i 3.531724
O3_i 3.534236
O3Nat_i 2.272156
Ofast_i 3.536348
Ofun_i 2.270581
